index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
670,Maruti Alto LXi,2012,215000,90000,Petrol,Individual,manual,Third Owner,19.7,796.0,46.3,5.0,13,10913.705583756346
671,Hyundai Getz 1.5 CRDi GVS,2009,150000,110000,Diesel,Individual,manual,Second Owner,17.1,1493.0,110.0,5.0,16,8771.929824561403
672,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,77800,Diesel,Individual,manual,First Owner,25.1,1248.0,88.5,5.0,7,37848.60557768924
673,Mahindra TUV 300 T8,2015,730000,100000,Diesel,Individual,manual,First Owner,18.49,1493.0,100.0,7.0,10,39480.80043266631
674,Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Diesel,Individual,manual,Second Owner,19.0,1405.0,71.0,5.0,13,7105.263157894737
675,Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Petrol,Individual,manual,Second Owner,19.1,1197.0,82.0,5.0,9,18324.60732984293
676,Mahindra KUV 100 G80 K6 Plus,2018,535000,21000,Petrol,Individual,manual,Second Owner,18.15,1198.0,82.0,6.0,7,29476.58402203857
677,Maruti Swift Dzire Tour S CNG,2018,455000,100000,Petrol,Individual,manual,Second Owner,19.0,1197.0,85.8,5.0,7,23947.36842105263
678,Maruti Swift Dzire VXI 1.2,2019,655000,25000,Petrol,Individual,manual,First Owner,21.21,1197.0,81.8,5.0,6,30881.65959453088
679,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,30000,Diesel,Individual,manual,Third Owner,23.0,1498.0,98.96,5.0,6,34782.608695652176
680,Toyota Yaris V CVT BSIV,2018,1100000,25000,Petrol,Individual,automatic,First Owner,17.8,1496.0,105.5,5.0,7,61797.752808988764
681,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,40000,Diesel,Individual,automatic,First Owner,13.0,2143.0,204.0,5.0,9,230769.23076923078
682,Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,Diesel,Individual,automatic,First Owner,11.5,2982.0,169.0,7.0,13,106521.73913043478
683,Mahindra KUV 100 G80 K2,2018,340000,51492,Petrol,Individual,manual,First Owner,18.15,1198.0,82.0,6.0,7,18732.782369146007
684,Volkswagen Vento Diesel Highline,2011,300000,72000,Diesel,Individual,manual,Second Owner,20.54,1598.0,103.6,5.0,14,14605.647517039923
685,Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,Petrol,Individual,manual,First Owner,18.16,1196.0,86.8,5.0,9,20374.449339207047
686,Mahindra Bolero 2011-2019 SLE,2013,330000,136000,Diesel,Individual,manual,Second Owner,15.96,2523.0,62.1,7.0,12,20676.691729323305
687,Hyundai Santro Xing GLS,2014,238000,60000,Petrol,Individual,manual,First Owner,17.92,1086.0,62.1,5.0,11,13281.249999999998
688,Hyundai Santro Xing XG,2006,72000,110000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,19,3707.750309487189
689,Hyundai Santro Xing GLS,2013,200000,90000,Petrol,Individual,manual,First Owner,17.92,1086.0,62.1,5.0,12,11160.714285714284
690,Nissan Sunny Diesel XV,2014,320000,91000,Diesel,Individual,manual,Fourth & Above Owner,22.71,1461.0,84.8,5.0,11,14090.708938793483
691,Hyundai Santro Xing GL Plus,2009,114999,90000,Petrol,Individual,manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0,16,6417.354910714285
692,Maruti Wagon R LXI BS IV,2015,320000,50000,Petrol,Individual,manual,Second Owner,20.51,998.0,67.04,5.0,10,15602.145294978058
693,Hyundai i10 Era,2010,210000,20000,Petrol,Individual,manual,First Owner,19.81,1086.0,68.05,5.0,15,10600.706713780919
694,Mahindra Xylo D2 BS IV,2011,200000,120000,Diesel,Individual,manual,First Owner,14.0,2489.0,95.0,8.0,14,14285.714285714286
695,Maruti Wagon R LXI Minor,2009,135000,150000,Petrol,Individual,manual,Second Owner,18.9,1061.0,67.0,5.0,16,7142.857142857143
696,Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,Diesel,Individual,manual,First Owner,19.09,1405.0,69.01,5.0,10,18334.206390780513
697,Mahindra Bolero 2011-2019 DI BSIII,2014,350000,167000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,8.0,11,25735.29411764706
698,Maruti Swift Dzire VDI,2017,680000,40000,Diesel,Individual,manual,First Owner,28.4,1248.0,74.02,5.0,8,23943.66197183099
699,Maruti Swift Vdi BSIII,2010,200000,190000,Diesel,Individual,manual,Second Owner,17.8,1248.0,75.0,5.0,15,11235.955056179775
700,Renault KWID 1.0 RXT Optional,2016,300000,50000,Petrol,Individual,manual,First Owner,23.01,999.0,67.0,5.0,9,13037.809647979138
701,Mahindra Xylo E6,2011,270000,70000,Diesel,Individual,manual,Second Owner,14.0,2498.0,112.0,7.0,14,19285.714285714286
702,Maruti Wagon R LXI BSIII,2012,225000,80000,Petrol,Individual,manual,Second Owner,18.9,998.0,67.1,5.0,13,11904.761904761906
703,Mahindra Bolero DI DX 8 Seater,2008,250000,120000,Diesel,Individual,manual,First Owner,13.6,2523.0,63.0,8.0,17,18382.352941176472
704,Mahindra TUV 300 T8,2015,590000,40000,Diesel,Individual,manual,Second Owner,18.49,1493.0,100.0,7.0,10,31909.140075716605
705,Hyundai EON Era Plus,2015,290000,17000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,10,13744.075829383886
706,Maruti Zen Estilo LXI BS IV,2010,100000,180000,Petrol,Individual,manual,Second Owner,19.0,998.0,67.1,5.0,15,5263.1578947368425
707,Maruti Celerio VXI,2016,395000,50000,Petrol,Individual,manual,First Owner,23.1,998.0,67.04,5.0,9,17099.5670995671
708,Hyundai EON Era Plus,2014,195000,65000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,11,9241.70616113744
709,Tata Nano Cx,2011,45000,10000,Petrol,Individual,manual,Third Owner,26.0,624.0,35.0,4.0,14,1730.7692307692307
710,Mahindra Bolero DI DX 8 Seater,2009,270000,70000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,8.0,16,19852.941176470587
711,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,90000,Diesel,Individual,manual,Second Owner,13.58,2499.0,72.4,9.0,11,44182.62150220913
712,Hyundai i20 Asta 1.4 CRDi,2015,715000,50000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,10,31721.384205856255
713,Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,6,32258.06451612903
714,Mahindra TUV 300 T6 Plus,2019,875000,25000,Diesel,Individual,manual,First Owner,18.49,1493.0,100.0,7.0,6,47322.87723093564
715,Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Individual,manual,Second Owner,13.5,2179.0,115.0,5.0,14,31111.11111111111
716,Honda CR-V 2.4 4WD AT,2007,325000,70000,Petrol,Individual,automatic,Second Owner,10.1,2354.0,152.0,5.0,18,32178.21782178218
717,Datsun GO Anniversary Edition,2017,385000,30000,Petrol,Individual,manual,First Owner,20.63,1198.0,67.06,5.0,8,18662.142510906448
718,Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Petrol,Individual,manual,First Owner,18.15,1198.0,82.0,6.0,9,16528.92561983471
719,Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Diesel,Individual,manual,First Owner,21.9,1396.0,88.76,5.0,13,15296.803652968038
720,Maruti Celerio LXI,2014,300000,35000,Petrol,Individual,manual,First Owner,23.1,998.0,67.04,5.0,11,12987.012987012986
721,Hyundai Accent GLE,2004,80000,120000,Petrol,Individual,manual,Second Owner,13.2,1495.0,94.0,5.0,21,6060.606060606061
722,Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,13,25062.656641604008
723,Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Diesel,Individual,manual,Second Owner,19.09,1396.0,69.0,5.0,13,8800.419067574647
724,Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,9.0,9,34461.15288220551
725,Toyota Etios GD,2012,300000,120000,Diesel,Individual,manual,Second Owner,19.41878335651954,,,,13,15448.959622863287
726,Mahindra Bolero PLUS AC BSIII,2011,320000,175000,Diesel,Individual,manual,Third Owner,13.6,2523.0,63.0,7.0,14,23529.411764705885
727,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,175000,Diesel,Individual,manual,Third Owner,15.96,2523.0,63.0,9.0,14,20050.125313283206
728,Nissan Sunny XE,2011,350000,25000,Petrol,Individual,manual,Second Owner,16.95,1498.0,97.7,5.0,14,20648.96755162242
729,Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Diesel,Individual,manual,First Owner,21.02,1248.0,88.76,5.0,12,13320.647002854424
730,Hyundai Xcent 1.1 CRDi SX Option,2017,550000,70000,Diesel,Individual,manual,Second Owner,24.4,1120.0,71.0,5.0,8,22540.98360655738
731,Hyundai Xcent 1.2 VTVT E Plus,2018,500000,10000,Petrol,Individual,manual,First Owner,20.14,1197.0,81.86,5.0,7,24826.216484607747
732,Ford Freestyle Titanium Plus Petrol BSIV,2019,700000,6000,Petrol,Individual,manual,First Owner,19.0,1194.0,94.68,5.0,6,36842.10526315789
733,Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,90000,Diesel,Individual,manual,Second Owner,20.5,1598.0,103.5,5.0,12,18536.585365853658
734,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,110000,Diesel,Individual,manual,Second Owner,15.96,2523.0,63.0,9.0,13,21303.25814536341
735,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,120000,Diesel,Individual,manual,Third Owner,13.6,2523.0,63.0,9.0,18,11764.705882352942
736,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,50000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.6,7.0,11,57736.72055427251
737,Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,20000,Petrol,Individual,automatic,First Owner,18.9,1197.0,81.86,5.0,7,28095.2380952381
738,Renault KWID 1.0 RXT Optional,2017,300000,35000,Petrol,Individual,manual,First Owner,23.01,999.0,67.0,5.0,8,13037.809647979138
739,Volkswagen Polo 1.5 TDI Comfortline,2014,350000,60000,Diesel,Individual,manual,Second Owner,20.14,1498.0,88.8,5.0,11,17378.351539225423
740,Chevrolet Beat LT,2010,150000,68000,Petrol,Individual,manual,Fourth & Above Owner,18.6,1199.0,79.4,5.0,15,8064.516129032258
741,Maruti Swift VXI Optional,2015,450000,30000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,10,22058.823529411766
742,Mahindra XUV500 W10 2WD,2017,1625000,54000,Diesel,Individual,manual,First Owner,16.0,2179.0,140.0,7.0,8,101562.5
743,Maruti Swift 1.3 VXi,2006,140000,65000,Petrol,Individual,manual,Third Owner,19.41878335651954,,,,19,7209.514490669534
744,Mahindra Bolero GLX,2004,250000,80000,Diesel,Individual,manual,Third Owner,19.41878335651954,,,,21,12874.133019052739
745,Tata Indica V2 DLX TC,2006,85000,120000,Diesel,Individual,manual,Third Owner,16.8,1405.0,68.0,5.0,19,5059.523809523809
746,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,450000,30000,Petrol,Individual,manual,First Owner,18.9,1197.0,81.86,5.0,7,23809.523809523813
747,Maruti Zen Estilo VXI BSIV W ABS,2011,170000,55113,Petrol,Individual,manual,First Owner,19.41878335651954,,,,14,8754.410452955863
748,Tata Tiago 1.05 Revotorq XM,2017,360000,50000,Diesel,Individual,manual,First Owner,27.28,1047.0,69.0,5.0,8,13196.480938416422
749,Maruti Alto K10 VXI,2020,390000,6000,Petrol,Individual,manual,First Owner,23.95,998.0,67.05,5.0,5,16283.9248434238
750,Maruti Eeco 7 Seater Standard BSIV,2011,145000,50000,Petrol,Individual,manual,Second Owner,15.37,1196.0,73.0,7.0,14,9433.962264150943
751,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,540000,90000,Diesel,Individual,manual,Third Owner,12.05,2179.0,120.0,8.0,13,44813.27800829875
752,Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,126000,Diesel,Individual,manual,Third Owner,12.8,2494.0,102.0,8.0,17,22656.25
753,Tata Indigo eCS VX BSIV,2013,300000,90000,Diesel,Individual,manual,First Owner,25.0,1396.0,69.0,5.0,12,12000.0
754,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,565000,80000,Petrol,Individual,manual,First Owner,18.16,1196.0,86.8,5.0,8,31112.334801762114
755,Mahindra Scorpio 2.6 CRDe SLE,2011,441000,70000,Diesel,Individual,manual,Second Owner,10.5,2609.0,120.0,7.0,14,42000.0
756,Hyundai Santro Xing XP,2003,50000,80000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,22,2574.826603810548
757,Hyundai EON Era Plus,2011,180000,80000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,14,8530.80568720379
758,Hyundai EON D Lite,2013,200000,80000,Petrol,Individual,manual,Second Owner,21.1,814.0,55.2,5.0,12,9478.67298578199
759,Maruti Alto LX,2005,85000,150000,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,20,4314.720812182742
760,Tata Indica V2 DL BSIII,2006,67500,110000,Diesel,Individual,manual,Fourth & Above Owner,17.88,1396.0,52.8,5.0,19,3775.1677852348994
761,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,700000,110000,Diesel,Individual,manual,Second Owner,24.3,1248.0,88.5,5.0,9,28806.584362139918
762,Volkswagen Polo Diesel Highline 1.2L,2010,275000,80000,Diesel,Individual,manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,15,12460.353420933394
763,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,600000,20000,Petrol,Individual,manual,First Owner,18.9,1197.0,81.86,5.0,6,31746.03174603175
764,Mahindra Xylo D2,2011,250000,120000,Diesel,Individual,manual,First Owner,13.0,2489.0,95.0,8.0,14,19230.76923076923
765,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,120000,Diesel,Individual,manual,First Owner,15.96,2523.0,63.0,9.0,9,37593.984962406015
766,Fiat Linea 1.3 Active,2010,200000,80000,Diesel,Individual,manual,Second Owner,20.4,1248.0,91.2,5.0,15,9803.921568627451
767,Hyundai Grand i10 CRDi Sportz,2015,425000,91500,Diesel,Individual,manual,Second Owner,24.0,1120.0,70.0,5.0,10,17708.333333333332
768,Maruti Swift Dzire VDi,2012,420000,120000,Diesel,Individual,manual,Second Owner,19.3,1248.0,73.9,5.0,13,21761.65803108808
769,Hyundai i20 1.4 CRDi Era,2012,321000,100000,Diesel,Individual,manual,Second Owner,23.0,1396.0,90.0,5.0,13,13956.521739130434
770,Mahindra Xylo D4 BSIV,2012,350000,120000,Diesel,Individual,manual,Fourth & Above Owner,14.0,2498.0,112.0,8.0,13,25000.0
771,Honda Amaze i-VTEC Privilege Edition,2017,490000,80000,Petrol,Individual,manual,First Owner,17.8,1198.0,86.7,5.0,8,27528.08988764045
772,Mahindra Scorpio S2 7 Seater,2015,680000,90000,Diesel,Individual,manual,First Owner,15.4,2523.0,75.0,7.0,10,44155.844155844155
773,Maruti Alto K10 VXI,2016,298000,70000,Petrol,Individual,manual,First Owner,23.95,998.0,67.05,5.0,9,12442.58872651357
774,Hyundai Santro GLS I - Euro I,1999,80000,110000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,26,4119.722566096877
775,Mahindra Scorpio M2DI,2011,450000,150000,Diesel,Individual,manual,Fourth & Above Owner,13.5,2179.0,115.0,5.0,14,33333.333333333336
776,Skoda Superb 1.8 TSI,2010,400000,60000,Petrol,Individual,automatic,Second Owner,19.41878335651954,,,,15,20598.612830484384
777,Tata Indica Vista Quadrajet ZX,2012,250000,40000,Diesel,Individual,manual,First Owner,22.3,1248.0,74.0,5.0,13,11210.762331838565
778,Ford Endeavour Hurricane Limited Edition,2013,1075000,110000,Diesel,Individual,automatic,Third Owner,12.8,2953.0,156.0,7.0,12,83984.375
779,Hyundai Grand i10 Sportz,2017,500000,20000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,8,26455.02645502646
780,Ford Freestyle Trend Petrol BSIV,2019,681000,10000,Petrol,Individual,manual,First Owner,19.0,1194.0,94.68,5.0,6,35842.10526315789
781,Mahindra XUV500 W8 2WD,2014,650000,90000,Diesel,Individual,manual,Second Owner,15.1,2179.0,140.0,7.0,11,43046.35761589404
782,Chevrolet Aveo U-VA 1.2 LS,2008,80000,70000,Petrol,Individual,manual,Second Owner,15.26,1150.0,74.9,5.0,17,5242.463958060289
783,Mahindra Bolero SLX 2WD BSIII,2009,290000,120000,Diesel,Individual,manual,First Owner,13.6,2523.0,63.0,7.0,16,21323.529411764706
784,Mahindra Scorpio 2.6 SPORTZ CRDe,2006,220000,120000,Diesel,Individual,manual,Second Owner,10.5,2179.0,120.0,8.0,19,20952.380952380954
785,Hyundai Santro Xing GL,2009,120000,90000,Petrol,Individual,manual,Second Owner,0.0,1086.0,62.0,5.0,16,inf
786,Datsun RediGO Sport,2017,229999,80000,Petrol,Individual,manual,First Owner,22.7,799.0,53.0,5.0,8,10132.114537444933
787,Mahindra Bolero ZLX BSIII,2003,150000,132478,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,22,11029.411764705883
788,Maruti Swift Dzire VXI,2014,500000,45000,Petrol,Individual,manual,First Owner,19.1,1197.0,85.8,5.0,11,26178.010471204187
789,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,Diesel,Individual,manual,First Owner,19.09,1396.0,69.0,5.0,12,9167.103195390257
790,Ford Freestyle Titanium Petrol BSIV,2019,720000,10000,Petrol,Individual,manual,First Owner,19.0,1194.0,94.68,5.0,6,37894.73684210526
791,Maruti 800 AC,2012,100000,51000,Petrol,Individual,manual,First Owner,16.1,796.0,37.0,4.0,13,6211.1801242236015
792,Honda Civic 1.8 V AT,2009,250000,105000,Petrol,Individual,automatic,Second Owner,12.9,1799.0,130.0,5.0,16,19379.84496124031
793,Mahindra XUV500 W6 2WD,2014,810000,100000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,11,53642.384105960264
794,Maruti Alto LXi,2010,165000,30000,Petrol,Individual,manual,Third Owner,19.7,796.0,46.3,5.0,15,8375.634517766497
795,Chevrolet Tavera Neo 3 LS 10 Str,2016,409999,60000,Diesel,Individual,manual,Second Owner,12.2,1994.0,105.3,10.0,9,33606.475409836065
796,Maruti Swift VDI,2013,430000,86000,Diesel,Individual,manual,Second Owner,22.9,1248.0,74.0,5.0,12,18777.292576419215
797,Datsun GO Plus D1,2015,300000,15000,Petrol,Individual,manual,First Owner,20.62,1198.0,67.0,7.0,10,14548.981571290009
798,Maruti Swift Dzire VDi,2011,350000,137500,Diesel,Individual,manual,Third Owner,19.3,1248.0,73.9,5.0,14,18134.715025906735
799,Renault KWID 1.0 RXT Optional,2018,400000,60000,Petrol,Individual,manual,First Owner,23.01,999.0,67.0,5.0,7,17383.746197305518
800,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,70000,Diesel,Individual,manual,First Owner,18.2,1248.0,73.74,7.0,9,23076.923076923078
801,Maruti Wagon R VXI BS IV,2015,430000,5000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,10,20965.382740126766
802,Maruti Swift VXI Optional,2017,573000,30000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,8,28088.23529411765
803,Hyundai EON D Lite Plus,2015,210000,40000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,10,9952.60663507109
804,Renault Duster 110PS Diesel RxZ,2015,600000,60000,Diesel,Individual,manual,First Owner,19.01,1461.0,108.45,5.0,10,31562.335612835348
805,Honda City 2017-2020 GXi,2008,150000,70000,Petrol,Individual,manual,Third Owner,17.7,1497.0,78.0,5.0,17,8474.57627118644
806,Tata Tigor 1.2 Revotron XT,2019,550000,15000,Petrol,Individual,manual,First Owner,20.3,1199.0,84.0,5.0,6,27093.5960591133
807,Maruti Swift Dzire ZDi,2011,320000,110000,Diesel,Individual,manual,Second Owner,19.3,1248.0,73.9,5.0,14,16580.310880829016
808,Maruti 800 AC,2000,80000,70000,Petrol,Individual,manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,25,4968.944099378881
809,Honda Amaze VX Diesel BSIV,2019,800000,10000,Diesel,Individual,manual,First Owner,27.4,1498.0,98.63,5.0,6,29197.080291970804
810,Maruti Ertiga ZXI,2013,500000,60000,Petrol,Individual,manual,First Owner,16.02,1373.0,93.7,7.0,12,31210.986267166045
811,Tata Manza Aura Quadrajet,2011,229999,110000,Diesel,Individual,manual,Second Owner,18.8,1248.0,90.0,5.0,14,12233.989361702128
812,Maruti Ertiga ZXI,2013,500000,60000,Petrol,Individual,manual,First Owner,16.02,1373.0,93.7,7.0,12,31210.986267166045
813,Hyundai i20 Asta 1.2,2015,630000,35000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.83,5.0,10,33870.967741935485
814,Maruti Omni E MPI STD BS IV,2016,190000,70000,Petrol,Individual,manual,Second Owner,16.8,796.0,34.2,8.0,9,11309.52380952381
815,Tata Manza Aura Quadrajet,2011,229999,110000,Diesel,Individual,manual,Second Owner,18.8,1248.0,90.0,5.0,14,12233.989361702128
816,Mahindra Bolero VLX CRDe,2011,450000,100000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,14,33088.23529411765
817,Maruti Alto Std,2008,95000,120000,Petrol,Individual,manual,First Owner,19.7,796.0,46.3,5.0,17,4822.335025380711
818,Maruti Omni 8 Seater BSII,2009,101000,90000,Petrol,Individual,manual,Fourth & Above Owner,19.7,796.0,35.0,8.0,16,5126.903553299492
819,Honda Amaze E i-Dtech,2016,500000,70000,Diesel,Individual,manual,Second Owner,25.8,1498.0,98.6,5.0,9,19379.84496124031
820,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,88000,Diesel,Individual,manual,Second Owner,12.99,2494.0,100.6,7.0,11,78521.86297151654
821,Hyundai EON Era Plus,2012,244000,38000,Petrol,Individual,manual,First Owner,21.1,814.0,55.2,5.0,13,11563.981042654028
822,Maruti Wagon R LXI BS IV,2013,250000,90000,Petrol,Individual,manual,Second Owner,20.51,998.0,67.04,5.0,12,12189.176011701607
823,Maruti Baleno Alpha 1.2,2016,660000,60000,Petrol,Individual,manual,First Owner,21.4,1197.0,83.1,5.0,9,30841.121495327105
824,Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,manual,First Owner,18.5,1197.0,80.0,5.0,15,14594.594594594595
825,Maruti Ritz VDi,2012,280000,156060,Diesel,Individual,manual,First Owner,23.2,1248.0,73.94,5.0,13,12068.96551724138
826,Hyundai Creta 1.6 CRDi SX,2017,1050000,60000,Diesel,Individual,manual,First Owner,19.67,1582.0,126.2,5.0,8,53380.78291814946
827,Maruti Swift Dzire VXI,2017,525000,70000,Petrol,Individual,manual,First Owner,20.85,1197.0,83.14,5.0,8,25179.856115107912
828,Hyundai Verna 1.6 CRDi S,2017,850000,35000,Diesel,Individual,manual,First Owner,23.9,1582.0,126.2,5.0,8,35564.85355648536
